CustomerId,Age,Employment_Type,Sector,Gender,Part_Of_UK,Income,Native_Country,Loan_Period,Loan_Amount,Other_Debt,Housing_Situation,Has_CCJ,Default
40718,49,Private,Finance,Female,Wales,18900,UK,168,10900,0,1,0,1
40721,42,Private,Engineering,Female,North West,15200,UK,78,10300,0,1,0,1
40722,46,Private,Finance,Female,West Midlands,13200,UK,547,11900,0,1,0,0
40723,34,Private,Law,Female,London,20800,UK,304,9300,0,1,0,1
40763,27,Private,Media,Female,South East,32700,UK,531,9500,0,1,0,0
40764,26,Private,Finance,Male,Wales,23400,UK,1091,8700,0,1,0,0
40776,20,Private,Law,Male,South East,25600,UK,151,9600,0,1,0,1
40786,15,Unemployed,N/A,Female,West Midlands,0,UK,536,12600,0,1,0,0
40790,40,Self-Employed,Finance,Female,North West,64100,UK,823,8800,0,1,0,0
40792,46,Private,Healthcare,Female,London,30800,UK,343,11100,0,1,0,1
40795,67,Private,Law,Male,Scotland,11600,UK,668,8400,0,1,0,0
40808,35,Private,Retail,Female,South East,7400,UK,992,13600,12328,1,0,0
40810,25,Private,Technology,Male,South West,20900,UK,728,9900,0,1,0,0
40821,61,Private,Law,Female,South East,19300,UK,29,13800,0,1,0,1
40824,41,Public,Military,Male,West Midlands,22100,UK,827,12700,0,1,0,0
40826,24,Public,Healthcare,Female,London,31800,UK,864,8800,0,1,0,0
40849,35,Private,Finance,Female,South West,29000,UK,622,8300,0,1,0,0
40868,41,Volunteer,Finance,Female,West Midlands,0,UK,152,10400,0,1,0,1
40875,59,Private,Law,Female,South East,15300,UK,594,11400,0,1,0,0
40890,24,Public,Infrastructure,Male,East Anglia,19800,UK,123,8900,0,1,0,1
40923,21,Private,Retail,Male,South East,28800,UK,875,11100,0,1,0,0
40938,27,Private,Finance,Male,London,33000,UK,796,11900,0,1,0,0
40943,22,Public,Military,Male,West Midlands,18100,UK,657,11100,0,1,0,0
40944,44,Private,Media,Male,London,31500,UK,671,9900,0,1,0,0
40954,31,Private,Law,Female,East Anglia,16800,UK,577,11100,0,1,0,0
40957,27,Private,Healthcare,Male,East Anglia,12900,UK,239,7200,0,1,0,1
40958,23,Public,Healthcare,Female,London,30600,UK,409,11800,0,1,0,1
40961,22,Private,Retail,Male,South West,37600,UK,649,7800,0,1,0,0
40965,19,Private,Agriculture,Male,South East,36300,UK,613,9900,0,1,0,0
40984,37,Private,Engineering,Female,West Midlands,49900,UK,765,11100,0,1,0,0
41010,46,Private,Law,Female,North West,38300,UK,689,9000,0,1,0,0
41011,27,Private,Finance,Female,North West,19600,UK,662,9100,0,1,0,0
41026,18,Unemployed,N/A,Female,North West,0,UK,1121,9100,0,1,0,0
41040,16,Public,Education,Male,London,28300,UK,504,10400,0,1,0,1
41067,40,Private,Law,Male,South East,14900,UK,144,7000,0,1,0,1
41073,38,Private,Technology,Male,South East,9700,UK,925,7300,0,1,0,0
41088,18,Public,Infrastructure,Female,North West,26200,UK,935,10400,0,1,0,0
41095,25,Private,Agriculture,Male,North West,18900,UK,430,10700,0,1,0,1
41112,53,Private,Finance,Male,South East,20100,UK,222,10000,4810,1,0,1
41118,17,Public,Education,Male,South East,31200,UK,699,11100,0,1,0,0
41126,30,Private,Retail,Female,West Midlands,13900,UK,563,8700,0,1,0,0
41139,39,Private,Media,Male,East Anglia,17600,UK,260,11800,0,1,0,1
41142,51,Private,Healthcare,Male,London,15200,UK,886,12200,0,1,0,0
41144,17,Private,Engineering,Female,South East,45700,UK,623,11000,0,1,0,0
41147,43,Private,Media,Male,Midlands,20300,UK,354,11400,0,1,0,1
41148,51,Private,Healthcare,Female,South East,18100,UK,673,12600,0,1,0,0
41154,37,Private,Law,Female,London,40800,UK,424,10700,0,1,0,1
41158,22,Private,Engineering,Female,North West,26700,UK,377,8300,0,1,0,1
41163,22,Unemployed,N/A,Female,London,0,UK,176,10600,0,1,0,1
41183,18,Public,Infrastructure,Female,South West,24100,UK,421,7200,0,1,0,1
41184,60,Private,Technology,Female,South East,16400,UK,403,8300,0,1,0,1
41187,20,Unemployed,N/A,Male,Northern Ireland,0,UK,1,10300,0,1,0,1
41213,16,Private,Media,Male,South East,23800,UK,707,8700,0,1,0,0
41217,28,Private,Retail,Male,North West,26500,UK,568,12100,0,1,0,0
41266,24,Private,Law,Female,North West,17300,UK,574,13800,0,1,0,0
41268,30,Private,Technology,Male,South East,38100,UK,557,11000,0,1,0,0
41279,19,Public,Education,Female,North West,26700,UK,147,8200,0,1,0,1
41301,27,Private,Retail,Male,South East,33700,UK,753,12100,0,1,0,0
41308,45,Public,Healthcare,Male,South East,29500,UK,405,7800,0,1,0,1
41317,31,Private,Media,Female,Scotland,24200,UK,42,9900,0,1,0,1
41320,22,Private,Technology,Male,South West,26300,UK,862,12300,0,1,0,0
41338,37,Private,Technology,Female,North West,26000,UK,694,12100,0,1,0,0
41339,25,Private,Retail,Female,North West,30200,UK,913,7800,0,1,0,0
41364,35,Private,Agriculture,Male,North West,29500,UK,484,14300,0,1,0,1
41371,23,Public,Law Enforcement,Male,West Midlands,18700,UK,1060,8800,0,1,0,0
41372,27,Private,Engineering,Female,South East,32100,UK,105,12000,0,1,0,1
41384,29,Private,Media,Male,East Anglia,15900,UK,1030,7600,0,1,0,0
41392,30,Private,Finance,Male,North West,13000,UK,894,10900,0,1,0,0
41420,26,Private,Healthcare,Male,South East,27000,UK,488,6400,0,1,0,1
41456,28,Private,Engineering,Female,London,36200,UK,792,12500,0,1,0,0
41469,27,Private,Healthcare,Female,South East,30900,UK,688,8800,0,1,0,0
41474,15,Private,Healthcare,Male,Northern Ireland,25900,UK,420,8500,0,1,0,1
41475,32,Private,Media,Female,South East,40200,UK,391,11900,0,1,0,1
41490,41,Private,Technology,Male,North West,19300,UK,134,10600,0,1,0,1
41492,44,Public,Healthcare,Male,London,27600,UK,131,7800,0,1,0,1
41517,39,Private,Finance,Male,Scotland,31900,UK,321,12300,0,1,0,1
41531,66,Private,Healthcare,Female,East Anglia,9200,UK,465,9300,0,1,2,1
41540,27,Private,Healthcare,Male,South East,35400,UK,589,9800,0,1,0,0
41547,25,Private,Law,Male,West Midlands,16500,UK,847,9300,0,1,0,0
41549,18,Private,Retail,Female,London,25000,UK,172,9400,0,1,0,1
41553,25,Volunteer,Agriculture,Female,South East,0,UK,316,12500,0,1,0,1
41554,33,Private,Engineering,Female,South West,24200,UK,356,8900,0,1,0,1
41568,25,Private,Engineering,Male,North West,30600,UK,304,9000,0,1,0,1
41574,26,Private,Finance,Male,South West,29900,UK,763,9000,0,1,0,0
41576,24,Public,Education,Male,South East,31500,UK,359,9600,0,1,0,1
41579,37,Private,Retail,Female,London,95200,UK,635,7600,0,1,0,0
41589,23,Unemployed,N/A,Male,South East,0,UK,763,8300,0,1,0,0
41590,24,Unemployed,N/A,Male,London,0,UK,29,9400,0,1,0,1
41600,57,Unemployed,N/A,Male,South West,0,UK,431,13000,0,1,0,1
41607,35,Private,Law,Male,London,22300,UK,318,11100,0,1,0,1
41610,59,Private,Media,Female,London,17400,UK,651,9200,0,1,0,0
41615,17,Private,Retail,Male,North West,34600,UK,195,11300,0,1,0,1
41636,51,Private,Retail,Male,South East,13800,UK,950,9400,0,1,0,0
41644,37,Private,Retail,Male,Midlands,51000,UK,643,7900,0,1,0,0
41646,35,Volunteer,Finance,Male,West Midlands,0,UK,569,10600,0,1,0,0
41647,42,Private,Finance,Male,North West,27100,UK,514,10100,0,1,0,0
41648,29,Private,Law,Male,South East,20900,UK,797,9300,0,1,0,0
41661,25,Private,Finance,Female,East Anglia,20300,UK,283,10500,0,1,0,1
41668,34,Private,Media,Female,London,18200,UK,305,9700,0,1,0,1
41692,37,Private,Media,Male,South East,55100,UK,280,12100,0,1,0,1
41699,61,Private,Media,Female,South East,15900,UK,662,13300,5103,1,0,0
41717,22,Unemployed,N/A,Female,London,0,UK,374,7800,0,1,0,1
41738,24,Unemployed,N/A,Female,South East,0,UK,115,9500,0,1,0,1
41763,45,Private,Law,Male,South East,44200,UK,574,10600,0,1,0,0
41764,35,Private,Healthcare,Female,West Midlands,21600,UK,639,7800,0,1,0,0
41771,27,Private,Engineering,Male,West Midlands,23600,UK,595,9400,0,1,0,0
41774,47,Private,Law,Male,South West,17600,UK,134,7800,0,1,0,1
41795,42,Private,Engineering,Female,South West,41600,UK,527,10600,0,1,0,0
41796,33,Private,Healthcare,Female,South East,24700,Ot,810,15200,0,1,0,0
41810,34,Private,Law,Female,London,28600,UK,636,6900,0,1,0,0
41811,50,Private,Technology,Female,London,18400,UK,555,9400,0,1,0,0
41812,16,Private,Technology,Female,South East,25800,UK,307,12200,0,1,0,1
41829,33,Private,Law,Female,London,32900,UK,474,8800,0,1,0,1
41831,20,Private,Finance,Male,West Midlands,21500,UK,629,11100,0,1,0,0
41838,38,Self-Employed,Healthcare,Female,West Midlands,9200,UK,777,9900,0,1,0,0
41845,40,Private,Healthcare,Male,South East,31400,UK,448,8100,0,1,0,1
41849,22,Public,Law Enforcement,Female,South West,22600,UK,536,9600,0,1,0,0
41854,15,Public,Education,Female,North West,25600,UK,430,4600,0,1,0,1
41869,37,Public,Healthcare,Male,South East,31100,UK,534,12800,0,1,0,0
41886,15,Unemployed,N/A,Male,Midlands,0,UK,323,3900,0,1,0,1
41890,35,Private,Law,Female,West Midlands,13000,UK,443,11400,0,1,0,1
41898,18,Private,Retail,Male,North West,21400,UK,664,10900,0,1,0,0
41899,32,Private,Finance,Female,North West,30300,UK,822,5400,0,1,0,0
41929,30,Public,Law Enforcement,Female,Wales,21700,UK,207,11500,0,1,0,1
41932,43,Private,Media,Female,London,11900,UK,219,8800,0,1,0,1
41936,28,Private,Healthcare,Male,South East,24700,UK,757,10400,0,1,0,0
41949,25,Private,Healthcare,Female,West Midlands,25900,UK,507,11000,0,1,0,0
41955,28,Private,Retail,Male,South East,24400,UK,461,9900,0,1,0,1
41979,51,Private,Technology,Male,London,14600,UK,474,11500,0,1,0,0
41984,26,Private,Law,Female,South West,30200,UK,219,13300,0,1,0,1
41993,23,Private,Healthcare,Male,Wales,8800,UK,804,10100,0,1,0,0
42004,18,Private,Agriculture,Female,South East,21800,UK,491,8300,0,1,0,1
42006,31,Private,Media,Female,South East,32800,UK,979,9000,0,1,0,0
42022,21,Public,Infrastructure,Female,North West,26700,UK,1014,8200,0,1,0,0
42029,24,Private,Healthcare,Male,West Midlands,20900,UK,246,8000,0,1,0,1
42030,50,Private,Retail,Male,London,14700,UK,511,9600,0,1,0,0
42034,35,Private,Finance,Male,South East,23800,UK,403,7000,0,1,0,1
42039,23,Unemployed,N/A,Female,London,0,UK,723,7800,0,1,0,0
42040,41,Private,Engineering,Female,South East,24500,UK,491,11300,0,1,0,0
42049,20,Unemployed,N/A,Female,South West,0,UK,523,9900,0,1,0,1
42053,23,Unemployed,N/A,Female,Midlands,0,UK,641,8200,0,1,0,0
42059,35,Private,Agriculture,Male,West Midlands,15800,UK,736,9200,0,1,0,0
42085,32,Private,Technology,Male,East Anglia,19400,UK,388,12300,0,1,0,1
42087,44,Self-Employed,Technology,Male,North West,18200,UK,667,10800,0,1,0,0
42089,41,Private,Agriculture,Male,London,30500,UK,619,10000,0,1,0,0
42090,29,Public,Healthcare,Female,South East,29100,UK,383,8600,0,1,0,1
42091,26,Private,Law,Male,London,36800,UK,236,9400,0,1,0,1
42093,21,Unemployed,N/A,Female,West Midlands,0,UK,156,10300,0,1,0,1
42098,33,Private,Healthcare,Female,West Midlands,15400,UK,663,9100,0,1,0,0
42101,32,Private,Law,Female,Scotland,20600,UK,595,7300,0,1,0,0
42117,28,Private,Retail,Male,London,36400,UK,1090,7700,0,1,0,0
42124,36,Private,Media,Male,London,24100,UK,677,14900,0,1,0,0
42133,48,Private,Healthcare,Male,North West,36800,UK,1021,10900,0,1,0,0
42134,31,Private,Finance,Male,South West,22800,UK,436,9400,0,1,0,1
42135,24,Unemployed,N/A,Female,South West,0,UK,84,13800,0,1,0,1
42145,83,Private,Engineering,Female,London,15600,UK,624,11200,0,1,0,0
42152,28,Private,Finance,Female,North West,21500,UK,643,10800,0,1,0,0
42168,29,Private,Agriculture,Male,South East,33500,UK,602,8000,0,1,0,0
42222,33,Volunteer,Finance,Male,Scotland,0,UK,617,8800,0,1,0,0
42233,29,Volunteer,Healthcare,Female,London,0,UK,342,13300,0,1,0,1
42250,39,Private,Healthcare,Male,London,42300,UK,316,9900,0,1,0,1
42258,22,Public,Military,Female,South East,29500,UK,182,11600,0,1,0,1
42262,81,Private,Technology,Male,London,15800,UK,192,8400,0,1,0,1
42283,30,Public,Education,Male,London,31200,UK,399,14100,0,1,0,1
42285,33,Private,Engineering,Female,London,8000,UK,487,11600,0,1,0,1
42287,54,Private,Law,Female,South West,12800,UK,739,9000,0,1,0,0
42297,44,Private,Healthcare,Female,South East,30500,Ot,275,11400,0,1,0,1
42314,18,Public,Law Enforcement,Female,London,31200,Ge,1056,10400,0,1,0,0
42336,27,Private,Media,Male,South East,30200,UK,945,7700,0,1,0,0
42342,37,Private,Retail,Female,North West,12800,UK,685,7400,0,1,0,0
42353,19,Public,Healthcare,Female,West Midlands,20900,UK,245,12500,0,1,0,1
42360,44,Private,Agriculture,Male,Midlands,13600,UK,296,5800,0,1,0,1
42367,63,Private,Engineering,Male,North West,15600,UK,735,9200,0,1,0,0
42379,26,Private,Media,Male,London,34800,UK,593,7700,0,1,0,0
42381,25,Private,Engineering,Female,London,29700,UK,718,10500,0,1,0,0
42401,46,Self-Employed,Agriculture,Female,West Midlands,25000,UK,758,7800,0,1,0,0
42444,47,Private,Finance,Male,East Anglia,29100,UK,846,13600,0,1,0,0
42458,61,Public,Infrastructure,Male,Northern Ireland,17100,UK,404,11400,0,1,0,1
42463,23,Private,Healthcare,Male,South East,35900,UK,405,9900,0,1,0,1
42470,43,Private,Technology,Female,Scotland,16500,UK,118,12200,0,1,0,1
42475,38,Private,Law,Female,West Midlands,17900,UK,639,10200,0,1,0,0
42486,21,Unemployed,N/A,Male,Midlands,0,UK,440,9900,0,1,0,1
42491,28,Private,Technology,Female,London,26800,UK,454,11100,0,1,0,1
42515,60,Private,Technology,Male,London,19100,UK,201,12800,0,1,0,1
42517,21,Private,Retail,Female,South East,26000,UK,568,11600,0,1,0,0
42523,26,Private,Finance,Male,North East,24100,UK,327,11200,0,1,0,1
42542,66,Private,Retail,Female,Scotland,12600,UK,734,7500,0,1,0,0
42567,50,Self-Employed,Technology,Male,London,15600,UK,605,13300,0,1,0,0
42568,9,Public,Military,Male,North West,22600,UK,136,13300,0,1,0,1
42597,27,Private,Media,Male,Midlands,13800,UK,430,8400,0,1,0,1
42603,29,Private,Finance,Female,North West,22600,UK,329,11100,0,1,0,1
42604,46,Private,Media,Male,North West,20900,UK,969,9600,0,1,0,0
42605,17,Public,Military,Female,Wales,19300,UK,1178,10000,0,1,0,0
42619,23,Private,Media,Male,London,38900,UK,830,10500,0,1,0,0
42622,41,Private,Agriculture,Female,South West,17400,UK,424,10100,0,1,0,1
42636,20,Public,Infrastructure,Male,East Anglia,16900,UK,112,10900,0,1,0,1
42642,41,Private,Law,Female,East Anglia,20600,UK,500,9800,0,1,0,1
42653,44,Private,Healthcare,Male,London,29800,UK,323,6800,0,1,0,1
42684,26,Volunteer,Healthcare,Male,South West,0,UK,30,11500,0,1,0,1
42706,28,Public,Military,Female,North West,25300,UK,53,9500,0,1,0,1
42707,32,Private,Finance,Female,Scotland,37900,UK,422,10000,0,1,0,1
42712,50,Private,Media,Female,West Midlands,10600,UK,748,10600,0,1,0,0
42719,12,Public,Law Enforcement,Male,West Midlands,20800,UK,447,8700,0,1,0,1
42739,17,Public,Healthcare,Female,North West,27300,UK,630,7800,0,1,0,0
42744,46,Private,Law,Female,East Anglia,19100,UK,251,10100,0,1,0,1
42746,27,Private,Agriculture,Male,West Midlands,19300,UK,253,12900,0,1,0,1
42747,18,Unemployed,N/A,Male,South West,0,UK,743,10400,0,1,0,0
42791,35,Public,Infrastructure,Male,London,31200,UK,525,7700,0,1,0,0
42808,34,Private,Law,Female,Northern Ireland,12700,UK,656,6400,0,1,0,0
42821,50,Private,Finance,Female,South West,9400,UK,660,8900,0,1,0,0
42830,17,Private,Law,Female,South East,25400,UK,473,13200,0,1,0,1
42853,50,Private,Healthcare,Female,Scotland,17500,UK,110,12900,0,1,0,1
42866,16,Private,Engineering,Male,South West,29200,UK,507,11400,0,1,0,1
42870,31,Private,Healthcare,Male,East Anglia,10000,UK,448,12300,0,1,0,1
42872,30,Private,Healthcare,Female,London,30600,UK,541,8200,0,1,0,0
42899,40,Private,Agriculture,Female,West Midlands,49200,UK,288,9800,0,1,0,1
42912,23,Private,Media,Female,South West,26200,UK,705,9600,0,1,0,0
42956,25,Private,Technology,Female,South East,27900,UK,781,10200,0,1,0,0
42957,27,Private,Agriculture,Female,North West,22500,UK,655,9800,0,1,0,0
42963,18,Public,Education,Male,North West,22500,UK,1593,12300,0,1,0,0
42964,37,Private,Engineering,Female,Scotland,27900,UK,697,12100,0,1,0,0
42980,28,Private,Finance,Female,South East,36800,UK,178,5800,0,1,0,1
42990,38,Private,Agriculture,Male,London,22700,UK,307,11200,0,1,0,1
43001,32,Private,Retail,Female,South West,12200,UK,439,11000,0,1,0,1
43009,24,Public,Military,Female,South East,27400,UK,856,10000,0,1,0,0
43017,10,Public,Law Enforcement,Male,London,27500,UK,318,9200,0,1,0,1
43028,23,Public,Healthcare,Female,South East,30800,UK,675,10700,0,1,0,0
43031,48,Private,Agriculture,Male,South East,27900,UK,1372,8900,0,1,0,0
43034,23,Unemployed,N/A,Male,North West,0,UK,607,8500,0,1,0,0
43043,41,Private,Law,Male,West Midlands,20800,UK,859,10500,0,1,0,0
43051,25,Private,Retail,Male,London,26400,UK,504,12700,0,1,0,0
43063,22,Unemployed,N/A,Male,South East,0,UK,82,9400,0,1,0,1
43069,17,Private,Media,Male,West Midlands,18300,UK,541,10800,0,1,0,0
43082,31,Private,Retail,Male,South East,49900,UK,394,10900,0,1,0,1
43088,23,Private,Law,Male,South East,22600,UK,463,10100,0,1,0,1
43101,27,Private,Media,Male,West Midlands,21200,UK,444,10600,0,1,0,1
43105,31,Volunteer,Healthcare,Male,North West,0,UK,102,11500,0,1,0,1
43107,10,Unemployed,N/A,Male,South East,0,UK,744,9800,0,1,0,0
43112,39,Private,Media,Male,South East,29800,UK,431,8500,0,1,0,1
43113,29,Volunteer,Finance,Male,London,0,UK,859,5700,0,1,0,0
43126,46,Private,Law,Male,South East,20600,UK,607,11800,0,1,0,0
43127,22,Public,Education,Female,South East,29800,UK,717,9200,0,1,0,0
43128,47,Private,Finance,Female,North West,39700,UK,687,8200,0,1,0,0
43135,30,Private,Healthcare,Female,South West,16600,UK,541,9500,0,1,0,0
43163,23,Public,Infrastructure,Male,West Midlands,16400,UK,726,8700,0,1,0,0
43183,32,Private,Technology,Male,South West,23600,UK,610,7600,0,1,0,0
43205,37,Private,Finance,Female,London,23200,UK,485,12100,0,1,0,0
43206,19,Public,Infrastructure,Female,London,27200,UK,840,11100,0,1,0,0
43220,33,Private,Finance,Male,Midlands,21800,UK,535,11900,0,1,0,0
43237,35,Private,Retail,Female,Scotland,27100,UK,574,7800,0,1,0,0
43240,24,Public,Military,Female,London,29900,UK,34,9700,0,1,0,1
43244,35,Private,Law,Female,East Anglia,19600,UK,589,9200,0,1,0,0
43250,26,Private,Media,Male,London,31800,UK,582,9700,0,1,0,0
43271,51,Private,Finance,Female,South East,14100,UK,198,10500,0,1,0,1
43279,30,Private,Engineering,Female,South West,18300,UK,354,10300,0,1,0,1
43308,44,Private,Technology,Male,West Midlands,9600,UK,1103,8900,0,1,0,0
43312,24,Unemployed,N/A,Male,South West,0,UK,284,12500,0,1,0,1
43314,11,Unemployed,N/A,Female,London,0,UK,452,11600,0,1,0,1
43320,21,Private,Law,Male,London,29500,UK,546,10300,0,1,0,0
43328,36,Private,Retail,Female,London,111200,UK,390,8300,0,1,0,1
43330,33,Private,Engineering,Male,South West,47400,UK,159,7800,0,1,0,1
43337,14,Private,Agriculture,Female,South East,28900,UK,230,9500,0,1,0,1
43343,47,Private,Media,Female,Scotland,22800,UK,749,6800,0,1,0,0
43345,29,Private,Technology,Female,South East,28500,UK,844,13300,0,1,0,0
43353,25,Private,Law,Male,South West,19300,UK,467,10700,0,1,0,1
43365,9,Unemployed,N/A,Male,South East,0,UK,196,10300,0,1,0,1
43389,19,Private,Healthcare,Male,London,25800,UK,460,8800,0,1,0,1
43403,35,Private,Technology,Female,South East,31800,UK,703,11800,10853,1,0,0
43421,15,Unemployed,N/A,Female,South East,0,UK,315,9500,0,1,0,1
43423,29,Volunteer,Education,Male,London,0,UK,954,9000,0,1,0,0
43432,30,Private,Technology,Male,London,27300,UK,103,12500,0,1,0,1
43434,49,Private,Law,Female,West Midlands,39700,UK,105,8300,0,1,0,1
43451,51,Public,Infrastructure,Male,East Anglia,16600,UK,99,11100,0,1,0,1
43493,15,Public,Military,Male,Wales,17900,UK,317,7600,10769,1,0,1
43494,37,Private,Agriculture,Male,South East,36600,UK,14,12100,0,1,0,1
43521,42,Private,Law,Male,East Anglia,54100,UK,549,11000,0,1,0,0
43528,83,Unemployed,N/A,Female,London,0,UK,982,9200,0,1,0,0
43530,37,Private,Engineering,Female,South East,16300,UK,670,5700,0,1,0,0
43533,29,Private,Law,Female,Wales,21800,UK,604,12300,0,1,0,0
43543,19,Public,Infrastructure,Female,South East,33400,In,235,11100,0,1,0,1
43563,37,Private,Technology,Female,London,34900,UK,503,6800,0,1,0,0
43585,21,Public,Healthcare,Female,West Midlands,17600,UK,949,9900,0,1,0,0
43590,21,Unemployed,N/A,Male,Scotland,0,UK,777,12400,0,1,0,0
43645,24,Private,Technology,Female,South East,20400,UK,823,7700,0,1,0,0
43646,25,Public,Law Enforcement,Female,Scotland,25400,UK,216,12100,0,1,0,1
43648,27,Private,Technology,Female,South East,38800,UK,946,10600,0,1,0,0
43650,44,Private,Healthcare,Male,South East,32500,UK,40,11300,0,1,0,1
43651,45,Volunteer,Agriculture,Male,London,0,UK,395,11200,0,1,0,1
43652,26,Private,Retail,Female,South East,33800,UK,622,6000,0,1,0,0
43670,42,Private,Retail,Female,South West,46800,UK,417,9700,0,1,0,1
43678,21,Public,Law Enforcement,Female,South East,30300,UK,590,12600,0,1,0,0
43680,28,Private,Engineering,Female,South East,18600,UK,992,12900,0,1,0,0
43688,18,Unemployed,N/A,Female,Midlands,0,UK,768,10300,0,1,0,0
43697,33,Private,Agriculture,Female,South East,21100,UK,451,11700,0,1,0,1
43704,36,Private,Technology,Female,London,42600,UK,98,8200,10975,1,0,1
43730,39,Private,Retail,Female,North West,41800,UK,658,8900,0,1,0,0
43740,23,Private,Engineering,Male,North West,25800,UK,504,12900,0,1,0,1
43756,24,Unemployed,N/A,Male,East Anglia,0,UK,479,12400,0,1,0,1
43768,43,Public,Law Enforcement,Female,South West,25100,UK,442,10900,0,1,0,1
43769,27,Private,Media,Male,South East,29700,UK,297,11600,0,1,0,1
43810,36,Private,Agriculture,Female,South East,25100,UK,427,12000,0,1,0,1
43820,22,Unemployed,N/A,Female,London,0,UK,430,10000,0,1,0,1
43843,18,Public,Infrastructure,Female,Midlands,20000,UK,523,10000,0,1,0,1
43861,22,Unemployed,N/A,Female,South East,0,UK,93,10300,0,1,0,1
43865,43,Private,Media,Male,South West,46600,UK,351,10700,0,1,0,1
43871,44,Private,Technology,Male,London,39700,UK,572,9900,0,1,0,0
43879,26,Private,Retail,Female,East Anglia,25000,UK,886,10200,0,1,0,0
43885,35,Private,Law,Male,Scotland,17000,UK,583,11300,0,1,0,0
43904,29,Private,Engineering,Male,London,26600,UK,678,8100,0,1,0,0
43918,43,Private,Healthcare,Male,South East,47600,UK,439,8200,0,1,0,1
43921,20,Public,Military,Female,North West,28400,UK,413,8400,0,1,0,1
43934,30,Private,Law,Male,London,47100,UK,651,9900,13586,1,0,0
43935,24,Private,Healthcare,Male,East Anglia,23900,UK,345,9500,0,1,0,1
43936,40,Private,Healthcare,Female,South East,19000,UK,836,8900,0,1,0,0
43948,35,Private,Engineering,Male,East Anglia,26000,UK,550,12800,0,1,0,0
43959,29,Private,Engineering,Male,North West,25300,UK,795,8800,0,1,0,0
43962,32,Private,Law,Female,North West,18100,UK,150,7700,0,1,0,1
43967,20,Public,Education,Male,London,31500,UK,385,13500,0,1,0,1
43973,30,Private,Retail,Female,Midlands,25800,UK,651,10700,0,1,0,0
43980,45,Private,Law,Male,South East,19000,UK,434,12600,0,1,0,1
44000,53,Private,Finance,Female,West Midlands,8200,UK,417,13700,0,1,0,1
44003,39,Private,Media,Male,London,18300,UK,690,10300,11220,1,0,0
44004,30,Private,Finance,Female,North West,15400,UK,672,9000,0,1,0,0
44007,29,Private,Engineering,Male,West Midlands,16400,UK,316,11300,0,1,0,1
44010,27,Private,Media,Male,West Midlands,20700,UK,876,11500,0,1,0,0
44046,41,Private,Agriculture,Female,South East,52600,UK,812,5800,0,1,0,0
44052,30,Private,Engineering,Female,West Midlands,31500,UK,136,7600,0,1,0,1
44060,21,Unemployed,N/A,Female,South West,0,UK,886,9300,0,1,0,0
44073,31,Private,Finance,Male,West Midlands,15300,UK,481,9500,0,1,0,1
44075,36,Private,Retail,Female,Midlands,15600,UK,876,10900,0,1,0,0
44083,60,Private,Agriculture,Female,London,14400,UK,68,9200,0,1,0,1
44088,56,Private,Media,Male,South East,16900,UK,460,6600,0,1,0,1
44097,31,Private,Agriculture,Male,London,31800,UK,257,12800,0,1,0,1
44110,39,Private,Finance,Female,South East,23400,UK,698,8900,0,1,0,0
44116,24,Private,Engineering,Male,London,35200,UK,603,11400,0,1,0,0
44124,44,Private,Retail,Female,East Anglia,21500,Ot,0,13700,0,1,0,1
44134,29,Private,Media,Female,London,21000,UK,2,13800,0,1,0,1
44155,19,Unemployed,N/A,Female,South East,0,UK,579,9500,0,1,0,0
44179,31,Private,Retail,Male,London,30300,UK,384,9200,0,1,0,1
44183,11,Unemployed,N/A,Male,London,0,UK,196,11700,0,1,0,1
44184,35,Private,Technology,Male,South East,21400,UK,68,10500,0,1,0,1
44197,21,Unemployed,N/A,Female,South West,0,UK,610,8100,6841,1,0,0
44203,60,Private,Agriculture,Male,London,17500,UK,905,11500,0,1,0,0
44216,29,Volunteer,Agriculture,Male,London,0,UK,90,10000,0,1,0,1
44225,35,Private,Media,Female,South East,17600,UK,258,8700,0,1,0,1
44235,38,Private,Agriculture,Female,London,75800,UK,401,11600,0,1,0,1
44240,12,Unemployed,N/A,Female,South East,0,UK,787,10600,0,1,0,0
44241,51,Public,Military,Female,South East,27800,UK,824,6700,3342,1,0,0
44269,40,Private,Retail,Male,South East,21300,UK,397,10600,0,1,0,1
44270,17,Private,Healthcare,Female,North West,24300,UK,495,9500,0,1,0,1
44274,41,Private,Finance,Male,London,26100,UK,309,9700,0,1,0,1
44275,14,Unemployed,N/A,Male,East Anglia,0,UK,523,8200,0,1,0,1
44282,21,Private,Law,Female,North West,38400,UK,474,11100,0,1,0,1
44285,55,Private,Law,Male,South East,14100,UK,504,12800,0,1,0,0
44304,26,Private,Technology,Female,London,34100,UK,22,9700,0,1,0,1
44324,32,Private,Media,Male,North West,14800,UK,118,11200,0,1,0,1
44327,39,Private,Technology,Male,West Midlands,18100,UK,426,8600,0,1,0,1
44328,43,Private,Media,Female,London,22400,UK,259,10400,0,1,0,1
44335,33,Private,Healthcare,Female,Wales,13600,UK,573,12800,0,1,0,0
44337,31,Private,Law,Male,South East,25000,UK,869,11200,0,1,0,0
44338,26,Self-Employed,Technology,Female,East Anglia,17200,UK,818,12100,0,1,0,0
44368,37,Private,Technology,Male,South East,38300,UK,339,7500,0,1,0,1
44376,21,Private,Finance,Female,South West,22800,UK,540,8300,0,1,0,0
